File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\Flounder.hpp,176,169,0,0,4,0,3,3,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\camera\Camera.cpp,31,26,10,2,5,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\camera\Camera.hpp,66,26,14,1,11,0,29,124,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\camera\ICamera.hpp,99,30,16,0,16,0,53,350,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\camera\IPlayer.hpp,45,18,8,0,7,0,20,107,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\deferred\RendererDeferred.cpp,125,90,57,4,19,1,16,59,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\deferred\RendererDeferred.hpp,59,30,13,0,8,0,21,120,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\devices\Audio.cpp,136,106,70,15,26,0,4,14,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\devices\Display.cpp,679,524,328,66,114,5,41,229,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\devices\Joysticks.cpp,81,68,37,12,12,0,1,8,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\devices\Keyboard.cpp,62,48,22,6,11,0,3,17,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\devices\Mouse.cpp,143,112,59,10,24,0,7,42,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\devices\Audio.hpp,75,47,25,1,15,0,13,55,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\devices\Display.hpp,323,136,100,1,70,0,117,569,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\devices\Joysticks.hpp,98,36,24,1,14,0,48,260,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\devices\Keyboard.hpp,58,25,14,1,10,0,23,112,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\devices\Mouse.hpp,134,48,36,1,22,0,64,326,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\engine\Engine.cpp,46,37,16,2,8,0,1,8,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\engine\Engine.hpp,125,35,25,1,20,0,70,415,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\engine\IModule.hpp,31,15,6,0,4,0,12,42,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\engine\IUpdater.hpp,86,27,15,0,15,0,44,215,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\engine\ModuleUpdate.hpp,14,12,3,0,2,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\entities\Entity.cpp,95,80,39,10,15,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\entities\Entity.hpp,56,34,24,0,22,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\entities\EntityRender.hpp,28,23,13,0,5,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\entities\IComponent.hpp,32,23,12,0,9,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\entities\components\ComponentAlpha.cpp,36,31,10,2,5,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\entities\components\ComponentAlpha.hpp,27,19,10,0,8,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\events\EventChange.cpp,34,28,11,3,6,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\events\Events.cpp,54,46,21,6,8,1,0,1,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\events\EventStandard.cpp,30,25,10,2,5,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\events\EventTime.cpp,34,28,11,3,6,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\events\EventChange.hpp,36,20,10,0,7,0,9,60,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\events\Events.hpp,53,23,11,1,9,0,21,90,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\events\EventStandard.hpp,42,20,11,0,8,0,14,104,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\events\EventTime.hpp,42,21,11,0,9,0,12,76,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\events\IEvent.hpp,43,17,8,0,6,0,20,82,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\fbos\Fbo.cpp,352,294,178,16,53,0,5,98,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\fbos\DepthBuffer.hpp,15,10,3,0,2,0,3,17,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\fbos\Fbo.hpp,181,90,53,0,38,0,53,266,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\fonts\Character.cpp,23,20,3,0,3,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\fonts\FontType.cpp,17,14,5,0,3,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\fonts\Line.cpp,32,26,11,3,6,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\fonts\Metafile.cpp,168,138,81,16,30,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\fonts\RendererFonts.cpp,98,71,36,3,18,0,9,37,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\fonts\Text.cpp,348,302,184,41,44,0,2,8,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\fonts\Word.cpp,22,18,7,1,4,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\fonts\Character.hpp,63,31,25,0,13,0,19,200,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\fonts\FontType.hpp,37,18,9,0,8,0,11,66,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\fonts\Line.hpp,48,21,14,0,10,0,17,119,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\fonts\Metafile.hpp,109,50,35,0,17,0,42,271,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\fonts\RendererFonts.hpp,29,21,10,0,8,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\fonts\Text.hpp,223,71,51,0,43,0,109,689,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\fonts\Word.hpp,41,19,10,0,8,0,14,83,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\guis\Gui.cpp,30,26,11,0,4,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\guis\RendererGuis.cpp,103,73,38,3,20,0,10,40,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\guis\Gui.hpp,60,31,20,0,15,0,14,79,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\guis\RendererGuis.hpp,32,23,11,0,9,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\helpers\HelperArray.hpp,30,17,8,2,4,0,9,43,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\helpers\HelperFile.hpp,67,43,27,4,11,1,13,76,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\helpers\HelperString.hpp,173,93,52,21,22,1,58,323,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\AxisButton.cpp,34,27,12,3,7,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\AxisCompound.cpp,37,29,14,3,8,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\AxisJoystick.cpp,43,34,16,5,9,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\ButtonCompound.cpp,46,38,18,6,8,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\ButtonJoystick.cpp,57,47,22,10,10,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\ButtonKeyboard.cpp,51,42,20,8,9,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\ButtonMouse.cpp,51,42,20,8,9,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\AxisButton.hpp,38,20,8,0,7,0,11,56,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\AxisCompound.hpp,36,18,8,0,7,0,11,51,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\AxisJoystick.hpp,39,20,9,0,7,0,12,65,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\ButtonCompound.hpp,37,19,10,0,7,0,11,49,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\ButtonJoystick.hpp,41,21,11,0,8,0,12,65,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\ButtonKeyboard.hpp,39,20,10,0,8,0,11,52,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\ButtonMouse.hpp,39,20,10,0,8,0,11,52,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\IAxis.hpp,32,15,6,0,4,0,13,64,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\IButton.hpp,38,16,7,0,5,0,17,86,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\lights\Attenuation.cpp,35,29,16,2,6,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\lights\Fog.cpp,19,16,4,0,3,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\lights\Light.cpp,37,31,18,2,6,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\lights\Attenuation.hpp,52,16,11,0,7,0,29,167,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\lights\Fog.hpp,35,16,10,0,5,0,14,83,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\lights\Light.hpp,58,19,11,0,9,0,30,182,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Colour.cpp,224,188,99,23,36,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Delta.cpp,25,21,8,0,4,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix2.cpp,243,205,124,30,38,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix3.cpp,343,300,204,30,39,0,4,30,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,778,686,496,64,86,3,6,33,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,390,339,225,38,51,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Timer.cpp,44,36,16,4,8,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Transform.cpp,50,42,16,2,8,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.cpp,279,226,115,45,53,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.cpp,347,286,153,50,61,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.cpp,271,223,114,40,48,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Colour.hpp,196,36,30,0,28,0,132,766,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Delta.hpp,40,20,12,0,8,0,12,40,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Maths.hpp,263,132,61,22,25,2,106,646,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix2.hpp,189,38,31,0,27,0,124,756,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix3.hpp,194,43,36,0,27,0,124,756,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.hpp,349,69,59,0,42,0,238,1670,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.hpp,233,41,33,0,32,0,160,990,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Timer.hpp,51,18,11,0,8,0,25,111,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Transform.hpp,50,31,23,0,19,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector2.hpp,293,47,41,0,40,0,206,1284,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector3.hpp,325,52,46,0,44,0,229,1421,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Vector4.hpp,270,44,38,0,37,0,189,1144,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\models\Model.cpp,461,354,230,33,69,0,38,120,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\models\VertexData.cpp,55,44,17,5,10,0,1,2,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\models\Material.hpp,28,17,10,0,7,0,4,14,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\models\Model.hpp,86,47,29,0,18,0,21,93,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\models\VertexData.hpp,62,36,28,0,23,0,3,18,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\noise\NoiseFast.cpp,2406,2044,1220,324,355,3,7,16,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\noise\NoiseFast.hpp,372,222,172,0,90,0,60,372,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\particles\Particle.cpp,86,71,40,5,15,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\particles\Particles.cpp,90,74,34,11,14,0,2,6,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\particles\ParticleSystem.cpp,127,103,54,14,22,0,2,2,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\particles\ParticleType.cpp,17,14,3,0,3,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\particles\RendererParticles.cpp,159,118,79,4,22,0,19,87,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\particles\Particle.hpp,99,53,38,0,27,0,19,94,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\particles\Particles.hpp,73,32,15,1,13,0,28,116,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\particles\ParticleSystem.hpp,119,67,51,0,38,0,14,77,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\particles\ParticleType.hpp,51,25,17,0,13,0,13,74,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\particles\RendererParticles.hpp,41,25,14,0,13,0,3,6,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\particles\spawns\SpawnCircle.cpp,25,21,8,1,4,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\particles\spawns\SpawnLine.cpp,28,24,11,1,4,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\particles\spawns\SpawnPoint.cpp,21,17,6,1,4,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\particles\spawns\SpawnSphere.cpp,39,32,18,2,7,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\particles\spawns\ISpawnParticle.hpp,36,18,6,0,5,0,13,50,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\particles\spawns\SpawnCircle.hpp,30,21,13,0,9,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\particles\spawns\SpawnLine.hpp,35,24,15,0,11,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\particles\spawns\SpawnPoint.hpp,24,17,9,0,7,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\particles\spawns\SpawnSphere.hpp,25,18,10,0,7,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\physics\Aabb.cpp,483,354,211,61,81,0,48,176,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\physics\Frustum.cpp,139,104,78,12,28,0,7,62,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\physics\Ray.cpp,115,96,53,8,19,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\physics\Sphere.cpp,196,126,68,16,33,0,37,101,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\physics\Aabb.hpp,168,40,33,0,31,0,97,738,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\physics\Frustum.hpp,88,37,17,0,11,0,40,250,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\physics\ICollider.hpp,125,28,12,0,13,0,84,540,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\physics\Intersect.hpp,45,21,11,0,5,0,19,91,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\physics\Ray.hpp,77,34,23,0,13,0,30,200,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\physics\Sphere.hpp,63,27,20,0,18,0,18,78,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\platforms\glfw\GlfwUpdater.cpp,156,119,61,10,26,0,11,31,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\platforms\glfw\GlfwUpdater.hpp,57,36,29,0,18,0,3,12,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\post\IPostFilter.cpp,79,65,30,3,14,1,0,3,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\post\IPostPipeline.cpp,21,17,8,0,4,0,0,0,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\post\IPostFilter.hpp,74,25,14,0,11,0,38,229,0,0
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\post\IPostPipeline.hpp,46,15,8,0,8,0,23,127,0,0
